,t,ticks,u,I
759,13771570,15713,43,58
760,13774863,15733,43,59
761,13778157,15753,43,58
762,13781450,15773,44,58
763,13784743,15794,44,59
764,13788036,15814,44,57
765,13791330,15835,45,57
766,13794623,15856,45,58
767,13797916,15876,45,61
768,13801211,15898,46,63
769,13804512,15919,46,63
770,13807805,15941,46,61
771,13811099,15962,47,60
772,13814392,15985,47,61
773,13817685,16006,47,61
774,13820978,16029,48,61
775,13824272,16051,48,61
776,13827565,16073,48,61
777,13830858,16096,49,61
778,13834152,16119,49,63
779,13837445,16142,49,62
780,13840739,16165,50,62
781,13844032,16189,50,62
782,13847334,16212,50,61
783,13850627,16236,51,61
784,13853922,16260,51,65
785,13857222,16284,51,64
786,13860516,16308,52,61
787,13863809,16332,52,61
788,13867103,16356,52,61
789,13870406,16381,53,63
790,13873706,16405,53,63
791,13877002,16431,53,65
792,13880302,16455,54,62
793,13883604,16481,54,64
794,13886906,16506,54,64
795,13890199,16531,55,66
796,13893492,16557,55,64
797,13896786,16583,55,62
798,13900079,16609,56,62
799,13903372,16635,56,62
800,13906666,16661,56,66
801,13909959,16688,57,66
802,13913254,16714,57,65
803,13916554,16741,57,65
804,13919856,16768,58,66
805,13923150,16795,58,66
806,13926443,16823,58,63
807,13929736,16850,59,61
808,13933030,16878,59,61
809,13936323,16905,59,65
810,13939617,16933,60,67
811,13942911,16961,60,64
812,13946204,16990,60,64
813,13949496,17018,61,63
814,13952790,17047,61,64
815,13956085,17076,61,64
816,13959385,17104,62,62
817,13962679,17134,62,61
818,13965972,17163,62,66
819,13969274,17192,63,66
820,13972567,17222,63,65
821,13975860,17252,63,61
822,13979154,17282,63,64
823,13982447,17312,64,64
824,13985749,17342,64,61
825,13989043,17372,64,62
826,13992336,17403,65,62
827,13995629,17434,65,65
828,13998922,17465,65,63
829,14002216,17495,66,59
830,14005510,17527,66,59
831,14008802,17558,66,62
832,14012104,17590,67,62
833,14015398,17621,67,62
834,14018700,17653,67,60
835,14022003,17685,68,63
836,14025295,17717,68,62
837,14028597,17749,68,62
838,14031890,17782,69,57
839,14035184,17814,69,61
840,14038477,17847,69,61
841,14041770,17880,70,61
842,14045064,17913,70,59
843,14048357,17946,70,64
844,14051650,17979,71,64
845,14054944,18013,71,59
846,14058237,18047,72,60
847,14061539,18081,72,60
848,14064832,18115,72,60
849,14068126,18149,72,56
850,14071419,18183,73,61
851,14074712,18218,73,61
852,14078006,18253,73,61
853,14081299,18288,74,56
854,14084592,18323,74,57
855,14087894,18358,74,57
856,14091188,18393,75,53
857,14094481,18429,75,55
858,14097774,18464,75,55
859,14101068,18500,76,59
860,14104361,18536,76,56
861,14107654,18572,76,57
862,14110948,18609,77,57
863,14114241,18645,77,51
864,14117534,18682,77,52
865,14120828,18719,78,58
866,14124121,18756,78,58
867,14127414,18793,78,55
868,14130709,18830,79,56
869,14134003,18868,79,56
870,14137303,18906,79,50
871,14140596,18944,80,50
872,14143890,18982,80,52
873,14147192,19020,80,52
874,14150485,19059,81,50
875,14153778,19097,81,52
876,14157072,19136,81,52
877,14160365,19175,82,49
878,14163667,19213,82,51
879,14166961,19253,82,51
880,14170254,19292,83,51
881,14173547,19331,83,46
882,14176849,19371,83,51
883,14180142,19410,84,51
884,14183444,19451,84,47
885,14186738,19491,84,53
886,14190031,19531,85,50
887,14193324,19572,85,50
888,14196618,19612,85,47
889,14199911,19653,86,46
890,14203204,19695,86,42
891,14206498,19736,86,42
892,14209791,19777,87,48
893,14213093,19819,87,42
894,14216386,19861,87,42
895,14219680,19903,88,45
896,14222975,19945,88,38
897,14226275,19987,88,42
898,14229568,20030,89,42
899,14232862,20072,89,41
900,14236155,20115,89,43
901,14239448,20158,90,43
902,14242742,20201,90,38
903,14246035,20244,90,40
904,14249328,20288,91,40
905,14252622,20332,91,40
906,14255915,20375,91,39
907,14259217,20419,92,39
908,14262511,20464,92,39
909,14265804,20508,92,36
910,14269097,20553,93,43
911,14272399,20598,93,37
912,14275701,20643,93,37
913,14278995,20688,94,37
914,14282297,20733,94,29
915,14285591,20778,94,37
916,14288883,20824,95,37
917,14292177,20869,95,36
918,14295470,20915,95,37
919,14298763,20961,96,37
920,14302056,21007,96,31
921,14305359,21053,96,39
922,14308652,21100,97,36
923,14311945,21146,97,36
924,14315239,21193,97,38
925,14318532,21240,98,31
926,14321826,21287,98,31
927,14325118,21334,98,38
928,14328412,21381,99,33
929,14331714,21429,99,34
930,14335016,21477,99,34
931,14338309,21524,100,30
932,14341689,21573,99,38
933,14344982,21622,99,36
934,14348276,21670,99,36
935,14351569,21718,98,31
936,14354863,21766,98,23
937,14358156,21814,98,23
938,14361449,21863,97,23
939,14364751,21910,97,20
940,14368044,21958,97,19
941,14371338,22007,96,19
942,14374631,22054,96,18
943,14377933,22102,96,18
944,14381227,22150,95,18
945,14384528,22197,95,20
946,14387822,22244,95,12
947,14391115,22291,94,16
948,14394417,22339,94,16
949,14397719,22386,94,16
950,14401013,22432,93,17
951,14404306,22479,93,17
952,14407599,22526,93,15
953,14410892,22572,92,15
954,14414186,22618,92,13
955,14417480,22664,92,13
956,14420772,22710,91,18
957,14424066,22755,91,15
958,14427359,22801,91,20
959,14430653,22846,90,20
960,14433946,22892,90,16
961,14437239,22936,90,18
962,14440532,22981,89,18
963,14443826,23026,89,17
964,14447119,23070,89,22
965,14450412,23114,88,25
966,14453715,23159,88,25
967,14457017,23202,88,24
968,14460310,23246,87,21
969,14463603,23290,87,21
970,14466897,23333,87,22
971,14470190,23376,86,24
972,14473483,23419,86,26
973,14476785,23462,86,26
974,14480078,23504,85,26
975,14483372,23547,85,24
976,14486665,23589,85,24
977,14489967,23631,84,29
978,14493260,23673,84,24
979,14496562,23715,84,29
980,14499857,23756,83,29
981,14503158,23798,83,26
982,14506451,23839,83,31
983,14509744,23880,82,28
984,14513038,23921,82,28
985,14516331,23962,82,27
986,14519624,24002,81,28
987,14522918,24043,81,28
988,14526211,24083,81,30
989,14529513,24123,80,35
990,14532807,24163,80,34
991,14536100,24202,80,34
992,14539402,24242,79,36
993,14542695,24281,79,32
994,14545988,24321,79,32
995,14549282,24360,78,33
996,14552575,24398,78,35
997,14555877,24437,78,37
998,14559170,24475,78,37
999,14562464,24514,77,39
1000,14565757,24552,77,34
1001,14569050,24589,77,34
1002,14572344,24627,76,39
1003,14575637,24665,76,38
1004,14578930,24703,76,38
1005,14582233,24740,75,38
